Date	Precipitation[mmd-1]	Temperature[degC]	PPFD[mmolm-2s-1]	PET[mmd-1]	
2017-12-19	0.74	5.954375	36.095197	0.256370789852203
2017-12-20	0.12	5.0758334	54.088692	0.246320816817748
2017-12-21	0.5	7.0672918	30.622949	0.266626923416351
2017-12-22	0	8.6254166	34.982198	0.282942521354387
2017-12-23	0.04	5.92125	66.934563	0.254347261661138
2017-12-24	0	4.5868748	27.855908	0.240848147931743
2017-12-25	0	2.032083	31.890532	0.21559251832152
2017-12-26	0	2.2066668	70.412687	0.218181265230209
2017-12-27	0	1.12625	41.381946	0.208561613200125
2017-12-28	0	4.2858332	37.038155	0.242033777709651
2017-12-29	0	10.4227084	105.410343	0.310218480630654
2017-12-30	0.46	7.5731252	34.796698	0.28131140644657
2017-12-31	0.14	4.233125	62.760814	0.247784331567592
2018-01-01	2.02	6.0170832	74.94883	0.270767953208515
2018-01-02	0.32	6.294375	44.136533	0.27714058322443
2018-01-03	9.3	7.4379166	44.414122	0.293727995719597
2018-01-04	0.8	5.20875	37.196827	0.272450302330756
2018-01-05	0	2.2258334	34.976121	0.243180777175008
2018-01-06	0.02	-0.0677084	53.852123	0.222157574859584
2018-01-07	1.98	1.649375	19.431178	0.244971254773647
2018-01-08	0	2.8820834	44.414122	0.263567746517097
2018-01-09	0	0.5654168	71.062595	0.241772955440755
2018-01-10	0	2.1939584	116.864658	0.265621235773337
2018-01-11	0	0.9822918	86.885126	0.25658103676359
2018-01-12	0	-0.3589582	16.377707	0.24607289365948
2018-01-13	0	1.8527082	24.705355	0.278522025024507
2018-01-14	0	3.7091666	122.694011	0.308599157578913
2018-01-15	0	1.6924998	94.10242	0.289187772988979
2018-01-16	3.58	3.714375	55.79524	0.32296255257037
2018-01-17	0.1	1.8235414	61.902182	0.30477575842717
2018-01-18	0.34	1.1454166	34.698533	0.302878431795008
2018-01-19	0	-0.03375	79.112654	0.294096850012766
2018-01-20	0.3	0.6783334	78.557478	0.311503387652321
2018-01-21	0	5.2308334	106.038715	0.387175564792631
2018-01-22	0.62	8.9958332	51.07624	0.456262329931096
2018-01-23	0.92	8.8557324	59.959064	0.465319374882771
2018-01-24	0	6.20625	112.700834	0.43323120218967
2018-01-25	0.44	5.2297918	43.303769	0.427973795984813
2018-01-26	0.12	7.2068752	24.982943	0.472899611508278
2018-01-27	0	9.2195834	79.667831	0.520620151919076
2018-01-28	0	3.3353888	50.243475	0.428587495312556
2018-01-29	0.84	6.31625	42.748592	0.493953218988235
2018-01-30	0	3.113125	158.780485	0.447239119903512
2018-01-31	0.3	2.7018748	75.226419	0.451289703517331
2018-02-01	0.02	1.7870724	97.433479	0.445742622089295
2018-02-02	0	-1.55875	94.10242	0.394097425707705
2018-02-03	0.02	-2.3485418	72.172948	0.389773469900321
2018-02-04	0.54	-3.90125	100.764539	0.370973505088962
2018-02-05	0	-1.950625	97.711068	0.418570955218634
2018-02-06	0	-2.6516668	202.361842	0.415550279014193
2018-02-07	0	-1.8666666	192.923841	0.442594916266215
2018-02-08	0	1.4147916	128.800953	0.525413840822674
2018-02-09	0	2.1060414	142.125189	0.554621087630643
2018-02-10	0	0.9291668	125.747482	0.541284385941393
2018-02-11	0	-0.42	71.062595	0.52331874132957
2018-02-12	0	-2.7058334	114.92154	0.483099080204789
2018-02-13	0	-0.695	210.967078	0.543233099073621
2018-02-14	0	2.085625	249.551846	0.626888968700444
2018-02-15	0.2	0.005	111.312892	0.588241144182155
2018-02-16	0	0.5472918	237.893139	0.61678191978434
2018-02-17	0	-0.7976098	130.744071	0.595685192473096
2018-02-18	0	-1.6070832	70.507418	0.588152621467993
2018-02-19	0	-1.7197916	189.592782	0.599023701966641
2018-02-20	0	-2.0885576	181.820311	0.603124237177525
2018-02-21	0	-3.585	245.943199	0.575537708770123
2018-02-22	0	-3.5849998	275.089966	0.588876446095827
2018-02-23	0	-5.2554166	294.243556	0.556232436725471
2018-02-24	0	-5.5893748	262.598494	0.559677403891798
2018-02-25	0	-6.871875	319.2265	0.537216546830715
2018-02-26	0	-7.2795832	185.15137	0.538121391797223
2018-02-27	0	-6.029932	330.052442	0.585161801457552
2018-02-28	0	-6.5820834	264.541612	0.578453871583221
2018-03-01	0	-5.72875	322.002382	0.617064661343855
2018-03-02	0	0.02375	315.062676	0.822971488461121
2018-03-03	0	3.2059058	267.872671	0.955152096439838
2018-03-04	0	-0.8902082	262.598494	0.823811252516145
2018-03-05	0.3	1.8578044	249.274258	0.942706443524453
2018-03-06	6.44	4.6340624	99.931774	1.06936330567176
2018-03-07	2.82	3.737444	167.663309	1.05411121811562
2018-03-08	0.48	7.4158814	313.674734	1.22302814647009
2018-03-09	0	10.020625	356.700915	1.35226485042404
2018-03-10	0.62	8.6841666	219.017137	1.32133522180221
2018-03-11	0	6.4433332	300.07291	1.25030053744381
2018-03-12	8.16	3.5141668	73.560889	1.14551254511383
2018-03-13	0.5	3.8149998	96.045538	1.17893989525778
2018-03-14	0.32	0.73375	110.757716	1.06349853975805
2018-03-15	0	-3.1535878	324.223088	0.915969987357044
2018-03-16	5.74	-3.0110418	43.858945	0.938392167505805
2018-03-17	0.96	-1.1866666	157.114955	1.03705625524316
2018-03-18	0	-0.0850002	383.626976	1.10287609625025
2018-03-19	0	0.9833332	470.512101	1.16992579317418
2018-03-20	1.28	3.3420832	155.727014	1.30166427679546
2018-03-21	0	5.1210418	486.889809	1.4103308458864
2018-03-22	0.38	5.399167	134.352718	1.44625274699218
2018-03-23	0	5.6447686	245.388022	1.48090541177144
2018-03-24	0	6.3725808	496.882986	1.54098774434386
2018-03-25	0	5.4728936	468.568984	1.51636240074736
2018-03-26	1.64	6.8609288	121.028482	1.61274088600069
2018-03-27	0.02	6.0868804	412.218567	1.59377797221153
2018-03-28	3.24	7.17887	118.807775	1.67618169846732
2018-03-29	0.28	6.4354734	276.755496	1.65784885892256
2018-03-30	0	6.7894478	443.58604	1.70019281904135
2018-03-31	1.42	8.666304	97.433479	1.82962001053067
2018-04-01	0	12.229651	166.830545	2.05694723797226
2018-04-02	0	12.6428226	384.737329	2.10714136310334
2018-04-03	0.3	9.6769706	405.001272	1.96147886963847
2018-04-04	0.52	7.729036	402.225389	1.86982702675159
2018-04-05	0.26	10.9550532	255.103611	2.08740436970105
2018-04-06	0	11.2122272	595.14923	2.1279010613922
2018-04-07	0	12.1171656	600.145819	2.20811857450436
2018-04-08	0	14.3374916	569.888699	2.3677567942426
2018-04-09	0	13.453851	526.307342	2.34141887919008
2018-04-10	0	14.9508354	560.17311	2.45861800322493
2018-04-11	1.28	12.738229	362.25268	2.34933354991037
2018-04-12	4.02	13.8020834	458.02063	2.44168876434986
2018-04-13	2.7	13.5503136	233.174139	2.45187438880445
2018-04-14	2.52	13.149792	521.86593	2.45188696911806
2018-04-15	0	13.2432886	495.772633	2.48319215670729
2018-04-16	5.64	15.27537	82.443713	2.63890082546947
2018-04-17	0	15.2458346	453.301629	2.66323659505712
2018-04-18	0	16.6577084	615.96835	2.77879705205985
2018-04-19	0	15.3062494	622.075292	2.71844061805976
2018-04-20	0	16.1075016	625.961527	2.79611259782628
2018-04-21	0	14.7268756	588.209524	2.73083555516533
2018-04-22	0	12.770671	589.042289	2.62158377110101
2018-04-23	8.38	13.2170826	339.212854	2.67608873263966
2018-04-24	0	9.6858336	387.7908	2.44757643221615
2018-04-25	0.02	10.627293	350.871561	2.53691814823813
2018-04-26	1.18	13.7641674	509.374458	2.78384738811249
2018-04-27	0	16.5193446	595.426819	2.99973871261007
2018-04-28	0	15.1741654	580.992229	2.92950694822103
2018-04-29	0.4	11.3340288	622.630468	2.67287301577985
2018-04-30	0	9.4154168	554.066168	2.54881866593574
2018-05-01	0	12.4936	623.463233	2.80049875386798
2018-05-02	0	12.8979154	298.129792	2.85049642229493
2018-05-03	0	13.4963876	623.740821	2.91500449500535
2018-05-04	0	15.0979654	350.038796	3.05443060528166
2018-05-05	0	16.380507	717.010477	3.17110176325822
2018-05-06	0	17.260856	725.060536	3.25618871389805
2018-05-07	0	17.9231282	736.164067	3.32096353840048
2018-05-08	0	17.5971674	726.170889	3.31328954215264
2018-05-09	0	15.164376	634.566763	3.16114575916649
2018-05-10	0	16.1534024	562.116227	3.25544465071641
2018-05-11	0	17.6522924	396.951212	3.38546123402527
2018-05-12	0	16.7797946	598.48029	3.34063747282244
2018-05-13	0	14.9382626	718.398418	3.21793798645656
2018-05-14	0	14.408334	743.103773	3.19513508391426
2018-05-15	4.06	13.383334	414.994449	3.13078408195441
2018-05-16	0.08	11.965835	235.672433	3.03155695756905
2018-05-17	0	13.672291	367.804445	3.18621984851705
2018-05-18	0	15.3688064	244.832846	3.33805438887502
2018-05-19	0	16.767501	443.030864	3.46422508703294
2018-05-20	0	16.917291	781.133365	3.49175412075811
2018-05-21	0	19.145833	778.912659	3.67966002568864
2018-05-22	0	17.8827926	763.645305	3.59747381614016
2018-05-23	0	20.1816676	512.150341	3.78928209194967
2018-05-24	3.34	20.483334	248.441493	3.82701086474759
2018-05-25	0	20.044998	770.585011	3.80826850076207
2018-05-26	0	22.636041	706.739711	4.01519565703089
2018-05-27	0	23.704583	434.425628	4.1057296235513
2018-05-28	0	22.271042	701.743122	4.0163620470014
2018-05-29	0	22.4883326	724.227772	4.04497422586717
2018-05-30	0	20.3893946	474.120749	3.90030020976112
2018-05-31	0	19.4831246	708.127652	3.84146943981408
2018-06-01	11.36	19.3675014	491.886398	3.84136503621049
2018-06-02	0.06	20.846249	301.183263	3.96876882928866
2018-06-03	0	18.7331244	605.975173	3.81314572395181
2018-06-04	0	19.7391674	577.383582	3.90245390615781
2018-06-05	0	21.1823004	418.603097	4.02357807768811
2018-06-06	0	22.8908556	776.691953	4.16073774740048
2018-06-07	0	23.771677	785.297189	4.23424105562016
2018-06-08	0	21.6534634	716.177712	4.08398743583502
2018-06-09	0	20.6014644	733.665772	4.00843402874393
2018-06-10	1.06	18.379255	417.770332	3.83503708994649
2018-06-11	0	16.249685	423.877274	3.66078173237075
2018-06-12	0	19.233123	583.490523	3.91660664326468
2018-06-13	0	19.2288654	217.906784	3.92164161760275
2018-06-14	0	21.551271	694.803416	4.11016152285859
2018-06-15	0	20.3118514	298.962557	4.01697717638741
2018-06-16	0	20.071808	575.99564	4.00085950323981
2018-06-17	0	20.5094686	577.938758	4.03816615047467
2018-06-18	0	22.7677582	470.234513	4.2148012930034
2018-06-19	0	19.040214	451.358511	3.92277476823875
2018-06-20	0	14.9972514	694.248239	3.5783923893266
2018-06-21	0.78	14.8478346	565.724875	3.56501397408554
2018-06-22	1.64	15.5915378	419.991038	3.62982981648308
2018-06-23	0.28	17.9781618	162.666721	3.83374450842091
2018-06-24	0.66	19.703114	264.264024	3.97485656074745
2018-06-25	0.82	19.2732784	604.032055	3.93765223204442
2018-06-26	0	21.7817766	591.540583	4.13544461571626
2018-06-27	0	24.142982	593.483701	4.31063404793004
2018-06-28	0	19.6056462	504.933046	3.95530711173616
2018-06-29	0	18.5206016	792.792072	3.86153748461937
2018-06-30	0	18.7955562	842.202782	3.87961488096579
2018-07-01	0	21.3317622	816.942251	4.07894140021782
2018-07-02	0	23.6033828	841.092429	4.24654752137941
2018-07-03	0	23.5710472	822.771604	4.23754778671227
2018-07-04	0	20.3660026	805.005955	3.9828806020169
2018-07-05	0.32	20.613875	616.245938	3.99509588824102
2018-07-06	0	21.1644546	429.151451	4.03050634739748
2018-07-07	0	21.1623254	824.159545	4.02158886759293
2018-07-08	0	17.5862388	557.397227	3.72148895886351
2018-07-09	0	17.6153602	683.422297	3.71455244606623
2018-07-10	2.06	20.0015688	292.02285	3.9004322742179
2018-07-11	0.4	22.8794396	462.184454	4.11284430577661
2018-07-12	0.8	21.8941854	266.762318	4.0266174098339
2018-07-13	0	22.3541418	771.695364	4.04957620684095
2018-07-14	0	22.9595126	771.695364	4.08241359522458
2018-07-15	0	25.186969	740.605479	4.23040253970817
2018-07-16	0	23.5056736	688.141298	4.09575530567066
2018-07-17	0	22.9283366	717.010477	4.03893401218494
2018-07-18	0	24.0489584	690.91718	4.1054186153515
2018-07-19	0	23.328958	716.177712	4.03852310397167
2018-07-20	0	22.1527106	616.523526	3.93668887187364
2018-07-21	0	23.8635474	457.465453	4.04605553644009
2018-07-22	0.88	25.7657314	320.336853	4.16175946676481
2018-07-23	0	27.1912556	627.349469	4.23851130106203
2018-07-24	0	26.9457304	736.441655	4.20407176098041
2018-07-25	0	25.348334	608.195879	4.07932266143782
2018-07-26	0	24.7260424	716.732888	4.01825669575975
2018-07-27	0	24.7506224	539.909167	4.00085728436988
2018-07-28	4.64	27.4679526	551.012697	4.15756486335037
2018-07-29	0	28.138768	663.435942	4.1734717872513
2018-07-30	0	25.3833344	621.520115	3.98120993024999
2018-07-31	0	25.658547	667.322178	3.97897461486114
2018-08-01	0	27.675415	554.343756	4.08459651230814
2018-08-02	0.28	27.8856266	504.377869	4.07480830884443
2018-08-03	0	21.7160396	633.178822	3.65236988116596
2018-08-04	0	22.2343754	530.748754	3.66598702854726
2018-08-05	3.16	27.3219916	448.860217	3.96930764030407
2018-08-06	0	28.4902054	712.013888	4.01444441430883
2018-08-07	0	27.2635416	627.627057	3.91634980772491
2018-08-08	0	21.585	557.397227	3.53165516477874
2018-08-09	0	19.1312514	614.30282	3.34156171516177
2018-08-10	0	19.5699984	555.176521	3.34894178484669
2018-08-11	0	20.713334	558.229992	3.40259300464053
2018-08-12	0	19.6587496	666.767002	3.30801155390384
2018-08-13	0.12	19.3291666	476.063867	3.26191555720304
2018-08-14	0.12	21.8702074	329.219677	3.40393288873934
2018-08-15	0	23.7518754	516.869341	3.49557212637462
2018-08-16	0	21.5375014	630.402939	3.33126131662098
2018-08-17	0.32	23.0120824	595.14923	3.39666459199248
2018-08-18	0	21.7317652	439.977393	3.29083212415787
2018-08-19	0	20.707708	609.58382	3.20017069051393
2018-08-20	0	21.898957	361.419915	3.24713375167558
2018-08-21	0.12	23.4469642	373.078622	3.31210051394692
2018-08-22	0	18.8862504	606.530349	3.00588598868751
2018-08-23	0.04	15.604704	491.886398	2.76804256529987
2018-08-24	0.48	14.90229	307.012616	2.69696345694485
2018-08-25	0	18.0075004	364.473386	2.87105159114861
2018-08-26	0	18.146456	537.410872	2.85289995302662
2018-08-27	0	19.957915	273.702025	2.9354622236305
2018-08-28	0	17.2185424	403.058154	2.74178874443396
2018-08-29	0	15.344999	544.07299	2.598824069202
2018-08-30	3.18	16.3064576	109.092186	2.63215200412132
2018-08-31	0	15.4953734	469.679337	2.55579333847105
2018-09-01	0	18.984584	316.728205	2.73633331941288
2018-09-02	2.42	20.72375	53.019358	2.80576624243111
2018-09-03	0	18.5310394	206.525666	2.6529647453988
2018-09-04	0	20.0293594	427.763509	2.70779156603521
2018-09-05	0	18.763335	455.522335	2.60817496545215
2018-09-06	0.04	15.8672914	460.241336	2.41583678192765
2018-09-07	2.36	17.179375	309.788499	2.46216086834212
2018-09-08	0	19.0575004	523.253871	2.53591012870753
2018-09-09	0	21.6172914	392.787389	2.63929951548544
2018-09-10	0	21.729999	334.493854	2.61359392291819
2018-09-11	0	15.6010404	438.86704	2.26201523720895
2018-09-12	0	15.4629174	501.601987	2.22651313451656
2018-09-13	0	16.3027504	121.30607	2.2431644887622
2018-09-14	0.1	15.417084	157.114955	2.16806796105201
2018-09-15	0	17.8006254	337.824913	2.26230314735452
2018-09-16	0	21.0031256	452.746453	2.38858436911239
2018-09-17	0	23.3289574	428.596274	2.46389263797068
2018-09-18	0	22.127289	455.799924	2.3768582582003
2018-09-19	0	19.1935426	404.446095	2.20959327429762
2018-09-20	0	13.941914	388.901153	1.92582441042675
2018-09-21	0.6	10.915332	255.658788	1.74773143351192
2018-09-22	0	10.2913542	290.35732	1.68983304803326
2018-09-23	17.2	10.0078126	72.172948	1.65102861078953
2018-09-24	3.36	11.8964576	309.788499	1.71839306858306
2018-09-25	0	16.2810424	378.907976	1.89600184727079
2018-09-26	0	11.5922924	366.416504	1.65239108758638
2018-09-27	0	9.6212502	381.40627	1.53475997675647
2018-09-28	0	10.3484374	145.17866	1.54403019490515
2018-09-29	0	9.6665624	357.533679	1.48828598299767
2018-09-30	0	8.4318796	393.897742	1.4096047398173
2018-10-01	1.24	11.5454166	268.289054	1.52265382741749
2018-10-02	0.02	11.109999	144.623484	1.47863382702535
2018-10-03	0.02	12.149584	179.044428	1.49731387699877
2018-10-04	0	15.934582	240.391434	1.62509586512725
2018-10-05	0	10.3920816	369.192386	1.3744652110007
2018-10-06	0	8.4235524	258.157082	1.2704654081444
2018-10-07	0	11.8508326	97.988656	1.38377301312328
2018-10-08	0	14.070002	214.575725	1.44391528223389
2018-10-09	0	14.1533334	272.036495	1.42078107229268
2018-10-10	0	15.593543	313.952323	1.44712902950879
2018-10-11	0	15.6481264	329.219677	1.42221099985131
2018-10-12	0	14.6493756	309.788499	1.36041176350905
2018-10-13	0	14.836665	307.845381	1.34097593365279
2018-10-14	0	12.194376	304.514322	1.22419989269858
2018-10-15	0	12.5335434	246.775964	1.21173473376738
2018-10-16	0	11.4870824	142.402778	1.15258047035915
2018-10-17	0	10.349165	250.662199	1.09166292986985
2018-10-18	0	9.8825	99.931774	1.05415587501799
2018-10-19	0	9.7977086	101.597303	1.02965265219741
2018-10-20	0	7.2547914	219.849902	0.927950694113541
2018-10-21	0	8.2908334	257.879494	0.940274939811372
2018-10-22	1.42	10.726874	87.162714	0.993844619291617
2018-10-23	0.02	11.9447904	36.086474	1.00837889890881
2018-10-24	3.84	10.5258344	109.647363	0.945523301541323
2018-10-25	0.08	7.4518752	70.785006	0.837118228851227
2018-10-26	0.48	4.2491666	120.473305	0.729159109063166
2018-10-27	0	4.0168748	129.911306	0.706254638668076
2018-10-28	1.08	8.4745834	28.314003	0.809183459752245
2018-10-29	0.28	7.740625	27.20365	0.771378364195225
2018-10-30	0.1	5.4850132	187.927252	0.695634364043576
2018-10-31	0	8.2045834	221.515432	0.747648719494174
2018-11-01	0	7.4433334	109.647363	0.711358173858597
2018-11-02	0	9.1943752	160.168426	0.736763129674942
2018-11-03	0	8.4429166	99.099009	0.701558316522407
2018-11-04	0	9.106667	43.02618	0.700133276272576
2018-11-05	0	7.4927084	119.085364	0.646846546806762
2018-11-06	0	10.4827094	189.592782	0.697299867737911
2018-11-07	0	7.4014584	166.830545	0.613805039478507
2018-11-08	0	7.8420832	99.654186	0.608098674338402
2018-11-09	0	10.397709	63.8453	0.646139100410523
2018-11-10	0	12.9652096	164.054662	0.682319993440637
2018-11-11	1.9	10.7316674	115.199128	0.62162558044948
2018-11-12	0	6.4160416	128.245776	0.522834848439392
2018-11-13	2.98	4.0835416	40.527886	0.466219000892182
2018-11-14	0	2.1179168	156.837367	0.419215846897964
2018-11-15	0	0.2685416	172.104721	0.376884534660016
2018-11-16	0	-0.9554168	163.499485	0.347230648175826
2018-11-17	0.02	2.7502082	149.342484	0.3987438053235
2018-11-18	1.24	1.2727778	124.914717	0.364830131283131
2018-11-19	0.84	0.8689394	53.296946	0.349347433455881
2018-11-20	0.98	1.5745834	33.865768	0.351390346357696
2018-11-21	0	2.4879166	27.481238	0.356490899610242
2018-11-22	0.08	1.361875	32.755415	0.331100099659435
2018-11-23	0	4.8802084	109.369775	0.374640587082337
2018-11-24	0	3.08875	38.584768	0.339738590723222
2018-11-25	0	-1.4179164	96.878303	0.270331491451637
2018-11-26	0	-1.51125	17.765649	0.262675717146384
2018-11-27	0	2.5839582	53.852123	0.309702129869235
2018-11-28	0	3.2104166	126.857835	0.310957324002805
2018-11-29	0	5.8058332	107.704245	0.338322122922615
2018-11-30	2.3	8.19625	36.364062	0.362758239486586
2018-12-01	0.02	10.904791	81.888537	0.39103904420245
2018-12-02	1.74	5.7895746	30.812297	0.31743264108203
2018-12-03	1.74	1.523125	77.863507	0.259386574194398
2018-12-04	1.74	6.30125	73.838477	0.311552888905491
2018-12-05	0	10.9266644	115.754305	0.362764713385004
2018-12-06	0.16	6.8708332	49.41071	0.307307465027781
2018-12-07	2.46	7.0735416	23.039826	0.30457014336094
2018-12-08	0.78	4	39.139945	0.264378686463227
2018-12-09	0.8	3.7010416	32.755415	0.25700257160934
2018-12-10	0.22	1.8762502	63.8453	0.2335324666438
2018-12-11	0.48	0.3152082	11.936295	0.214103673375277
2018-12-12	0.82	0.136875	31.367473	0.209562825483399
2018-12-13	0	-0.9908334	22.762237	0.195948859549171
2018-12-14	0	-0.5556248	20.81912	0.198076619454576
2018-12-15	0	2.586875	20.541531	0.227582024369684
2018-12-16	0	3.4935636	59.959064	0.235014030535641
2018-12-17	0	1.1127084	79.390242	0.209328121450018
2018-12-18	0	4.615	68.009124	0.243535178930962
2018-12-19	0.2	7.8377172	26.926061	0.276363361084764
2018-12-20	0	7.4533334	55.240064	0.271323341631368
2018-12-21	4.74	6.1827082	18.598413	0.257305122426672
2018-12-22	5.62	2.7045832	21.929473	0.221358670182253
2018-12-23	7.8	3.6554518	30.812297	0.230987482049184
2018-12-24	1.7	3.826804	41.915827	0.233059988978545
2018-12-25	0	4.4993684	34.143356	0.240581480060065
2018-12-26	0.12	3.0972918	28.869179	0.227148971052293
2018-12-27	0.02	4.3197916	90.216185	0.240872564689809
2018-12-28	0	6.3591798	25.260532	0.263902105178693
2018-12-29	1.92	6.4843748	42.748592	0.267190261619702
2018-12-30	0.42	6.2144934	38.584768	0.266544725266698
2018-12-31	0.5	2.0391666	32.477826	0.224814411239714
2019-01-01	0.72	-0.1420834	23.317414	0.205803258303588
2019-01-02	0	1.6435418	70.785006	0.226786030681964
2019-01-03	0	5.9229516	40.250298	0.276609208255308
2019-01-04	0.12	3.7566668	28.314003	0.256231971791471
2019-01-05	5.08	5.073125	20.263943	0.275042203409681
2019-01-06	1.36	4.8112502	59.126299	0.276454391622784
2019-01-07	1.42	0.7925	33.310591	0.235458844022118
2019-01-08	2.92	0.135625	25.53812	0.232460882419854
2019-01-09	3.06	1.192568	20.81912	0.24892089907466
2019-01-10	0.2	4.7109802	39.97271	0.295953074960406
2019-01-11	0.58	6.1431382	23.039826	0.319871845904332
2019-01-12	0.64	2.4535832	40.805474	0.279988878842935
2019-01-13	3.1	3.430909	25.260532	0.298388349279319
2019-01-14	0.9	4.6658334	50.521063	0.321134372635018
2019-01-15	0	4.7888426	28.869179	0.330000592625168
2019-01-16	0	-0.7170612	26.370885	0.265081340234943
2019-01-17	0.86	-3.421943	51.353828	0.23732108973701
2019-01-18	0.02	-6.803386	122.694011	0.203106723089329
2019-01-19	0	-4.5670012	145.456248	0.236288591755707
2019-01-20	0	-4.2158772	141.570013	0.246655929794056
2019-01-21	0	-5.266875	76.336772	0.239964052520904
2019-01-22	0	-3.3176086	100.764539	0.271407431116572
2019-01-23	0	-2.9842106	125.192305	0.283183205873903
2019-01-24	0	2.1670834	46.912416	0.368103730529088
2019-01-25	0	3.9458004	52.186593	0.406803912031466
2019-01-26	5.92	2.193329	37.752003	0.387982326409886
2019-01-27	0.1	0.706081	87.995479	0.373267749613237
2019-01-28	0.16	-0.1920974	95.490362	0.368055575367383
2019-01-29	0.02	0.4411624	99.376597	0.388678054303595
2019-01-30	0	0.0152084	138.79413	0.391473046982065
2019-01-31	0	0.3106252	176.546134	0.407235968006962
2019-02-01	0.1	0.5991666	49.41071	0.423422190943372
2019-02-02	0.5	1.6039538	24.427767	0.453942109709546
2019-02-03	0	1.8630548	18.320825	0.471017429717877
2019-02-04	0	1.3698992	202.084254	0.473346397796236
2019-02-05	0	2.2050336	92.159302	0.503087621101972
2019-02-06	0	5.4002084	205.137724	0.585407207347456
2019-02-07	0	7.6516666	85.774772	0.65106185427578
2019-02-08	0	7.0941668	188.482429	0.65455772765395
2019-02-09	0.02	4.175656	145.17866	0.602448308103684
2019-02-10	0.62	3.3233334	39.139945	0.597361250360377
2019-02-11	0.68	5.0495834	98.543832	0.654397520916176
2019-02-12	0.88	4.3308332	91.604126	0.652614385397883
2019-02-13	0	3.9266668	64.400476	0.658372711440955
2019-02-14	0	5.6683334	208.746372	0.71997285823855
2019-02-15	0	4.8537498	255.3812	0.715501902750133
2019-02-16	0	6.0329168	267.317495	0.764910713623721
2019-02-17	0	5.0956248	251.217376	0.756756415984606
2019-02-18	0	6.3156252	270.370966	0.80940635302649
2019-02-19	0	7.8437986	96.323126	0.872910447416882
2019-02-20	0	3.6787498	185.984135	0.768728866834612
2019-02-21	0	-0.891458	134.907895	0.651077834113244
2019-02-22	0.12	2.3802084	44.414122	0.764266344887148
2019-02-23	0	5.2647918	280.91932	0.872146841769682
2019-02-24	0	6.2836314	227.344785	0.92432675645565
2019-02-25	0	7.44625	290.634909	0.982830851362282
2019-02-26	0	9.571875	265.929554	1.07543424463709
2019-02-27	0	7.5629166	313.952323	1.02909934621089
2019-02-28	0	4.9882544	250.662199	0.960463439734032
2019-03-01	0.06	10.241042	91.604126	1.16765049271514
2019-03-02	0.02	9.6260416	61.902182	1.16905880021001
2019-03-03	0.02	5.5623006	89.38342	1.04204932403295
2019-03-04	2.54	7.8302084	192.923841	1.1484453790386
2019-03-05	0	10.9237504	116.587069	1.28925078631179
2019-03-06	0	7.7022914	288.691791	1.18862948225061
2019-03-07	0.1	8.3122916	195.977312	1.2356165582383
2019-03-08	0.08	6.1802084	169.606427	1.17251559583087
2019-03-09	3.34	3.78	173.492663	1.09565300086375
2019-03-10	5.3	6.1320832	98.543832	1.214392521717
2019-03-11	1.94	6.9285416	199.308371	1.27042572429287
2019-03-12	0.02	6.0020834	294.243556	1.25295991705506
2019-03-13	0	7.766875	196.532488	1.3528927642065
2019-03-14	1.88	7.90875	112.978422	1.38272898230489
2019-03-15	0.52	6.9589586	135.463071	1.36317950953649
2019-03-16	0.94	5.3564584	81.888537	1.31209818904126
2019-03-17	0.78	3.9102084	217.906784	1.26620187412778
2019-03-18	0.02	6.3179166	234.006904	1.40184180995276
2019-03-19	0.52	9.6158334	261.76573	1.58377580311222
2019-03-20	0	9.5104166	445.25157	1.60373023285838
2019-03-21	0	9.0862502	430.539392	1.60778118662451
2019-03-22	0	6.3282588	423.877274	1.49327794682491
2019-03-23	0	4.681875	424.43245	1.43152081433875
2019-03-24	0	5.3747916	103.540421	1.48916546246011
2019-03-25	1.16	7.6810416	162.389132	1.63294897841205
2019-03-26	0.82	9.1420834	182.653075	1.73450358026625
2019-03-27	0.1	8.7254168	172.937486	1.73678135976037
2019-03-28	1.7	10.0185412	113.25601	1.83162437038439
2019-03-29	0.02	6.3954168	304.514322	1.65602998696336
2019-03-30	0	5.4529166	501.601987	1.62544246149197
2019-03-31	0	8.7314584	180.709958	1.83439750615592
2019-04-01	0	12.1077084	553.78858	2.05068670334266
2019-04-02	0.28	8.9154168	457.187865	1.8933390081513
2019-04-03	0	9.0006248	360.031974	1.92249395822794
2019-04-04	0	10.7083346	461.629277	2.04773568219958
2019-04-05	0	11.455416	268.983024	2.11731546959808
2019-04-06	0	12.1624994	452.191276	2.18511105613371
2019-04-07	0	7.2470834	495.495045	1.90982389843675
2019-04-08	0	5.840625	506.598575	1.84394074248357
2019-04-09	0	4.4968748	471.900043	1.77990816483496
2019-04-10	0	2.8489584	589.597465	1.69463286263422
2019-04-11	0	2.1435418	318.393735	1.6682101454405
2019-04-12	0	2.7058334	128.800953	1.72325128923014
2019-04-13	2.82	7.5031248	226.789609	2.05942152518279
2019-04-14	3.18	8.5641666	78.835066	2.15187762674564
2019-04-15	0	10.294167	606.807937	2.28970277962334
2019-04-16	0	12.5960444	603.754466	2.46590541934412
2019-04-17	0	14.063957	625.683939	2.58707478324175
2019-04-18	0	13.3887486	610.416585	2.56758037722646
2019-04-19	0	13.4670836	631.513293	2.59738233022312
2019-04-20	0	13.4499994	626.516704	2.62059690568952
2019-04-21	0	14.238082	650.111706	2.69821014984767
