Simulation results on grassland dynamics (at population and community level).
Time	PFT	Fraction
1128	0	48.75
1128	1	10
1128	2	41.25
1129	0	48.7805
1129	1	9.7561
1129	2	41.4634
1130	0	48.8095
1130	1	10.7143
1130	2	40.4762
1131	0	48.8372
1131	1	11.6279
1131	2	39.5349
1132	0	53.1646
1132	1	5.06329
1132	2	41.7722
1133	0	53.75
1133	1	5
1133	2	41.25
1134	0	52.5
1134	1	6.25
1134	2	41.25
1135	0	52.439
1135	1	7.31707
1135	2	40.2439
1136	0	53.0864
1136	1	8.64198
1136	2	38.2716
1137	0	53.0864
1137	1	9.87654
1137	2	37.037
1138	0	53.8462
1138	1	8.97436
1138	2	37.1795
1139	0	53.2468
1139	1	9.09091
1139	2	37.6623
1140	0	51.9481
1140	1	10.3896
1140	2	37.6623
1141	0	51.9481
1141	1	10.3896
1141	2	37.6623
1142	0	52
1142	1	10.6667
1142	2	37.3333
1143	0	54.0541
1143	1	9.45946
1143	2	36.4865
1144	0	54.0541
1144	1	8.10811
1144	2	37.8378
1145	0	54.6667
1145	1	6.66667
1145	2	38.6667
1146	0	53.2468
1146	1	7.79221
1146	2	38.961
1147	0	53.8462
1147	1	6.41026
1147	2	39.7436
1148	0	55.8442
1148	1	6.49351
1148	2	37.6623
1149	0	56
1149	1	6.66667
1149	2	37.3333
1150	0	54.5455
1150	1	7.79221
1150	2	37.6623
1151	0	56
1151	1	6.66667
1151	2	37.3333
1152	0	56
1152	1	6.66667
1152	2	37.3333
1153	0	54.6667
1153	1	8
1153	2	37.3333
1154	0	57.7465
1154	1	8.4507
1154	2	33.8028
1155	0	59.1549
1155	1	8.4507
1155	2	32.3944
1156	0	59.1549
1156	1	8.4507
1156	2	32.3944
1157	0	59.7015
1157	1	5.97015
1157	2	34.3284
1158	0	59.0909
1158	1	6.06061
1158	2	34.8485
1159	0	57.971
1159	1	7.24638
1159	2	34.7826
1160	0	59.4203
1160	1	7.24638
1160	2	33.3333
1161	0	59.1549
1161	1	8.4507
1161	2	32.3944
1162	0	59.1549
1162	1	9.85915
1162	2	30.9859
1163	0	60.8696
1163	1	8.69565
1163	2	30.4348
1164	0	63.0769
1164	1	4.61538
1164	2	32.3077
1165	0	62.6866
1165	1	4.47761
1165	2	32.8358
1166	0	64.1791
1166	1	4.47761
1166	2	31.3433
1167	0	63.6364
1167	1	4.54545
1167	2	31.8182
1168	0	63.6364
1168	1	4.54545
1168	2	31.8182
1169	0	64.1791
1169	1	4.47761
1169	2	31.3433
1170	0	64.7059
1170	1	2.94118
1170	2	32.3529
1171	0	64.7059
1171	1	1.47059
1171	2	33.8235
1172	0	63.2353
1172	1	2.94118
1172	2	33.8235
1173	0	62.8571
1173	1	2.85714
1173	2	34.2857
1174	0	64.2857
1174	1	2.85714
1174	2	32.8571
1175	0	65.2174
1175	1	1.44928
1175	2	33.3333
1176	0	65.7143
1176	1	2.85714
1176	2	31.4286
1177	0	64.2857
1177	1	4.28571
1177	2	31.4286
1178	0	64.2857
1178	1	2.85714
1178	2	32.8571
1179	0	63.0137
1179	1	4.10959
1179	2	32.8767
1180	0	61.9718
1180	1	2.8169
1180	2	35.2113
1181	0	62.8571
1181	1	2.85714
1181	2	34.2857
1182	0	61.9718
1182	1	4.22535
1182	2	33.8028
1183	0	61.9718
1183	1	5.6338
1183	2	32.3944
1184	0	61.4286
1184	1	5.71429
1184	2	32.8571
1185	0	59.4203
1185	1	7.24638
1185	2	33.3333
1186	0	59.1549
1186	1	7.04225
1186	2	33.8028
1187	0	58.3333
1187	1	6.94444
1187	2	34.7222
1188	0	59.4203
1188	1	5.7971
1188	2	34.7826
1189	0	57.971
1189	1	5.7971
1189	2	36.2319
1190	0	56.9444
1190	1	6.94444
1190	2	36.1111
1191	0	56
1191	1	8
1191	2	36
1192	0	56.5789
1192	1	7.89474
1192	2	35.5263
1193	0	56.5789
1193	1	6.57895
1193	2	36.8421
1194	0	57.3333
1194	1	5.33333
1194	2	37.3333
1195	0	57.3333
1195	1	5.33333
1195	2	37.3333
1196	0	58.6667
1196	1	5.33333
1196	2	36
1197	0	58.6667
1197	1	4
1197	2	37.3333
1198	0	58.4416
1198	1	3.8961
1198	2	37.6623
1199	0	57.6923
1199	1	5.12821
1199	2	37.1795
1200	0	58.4416
1200	1	6.49351
1200	2	35.0649
1201	0	56.962
1201	1	7.59494
1201	2	35.443
1202	0	56.7901
1202	1	7.40741
1202	2	35.8025
1203	0	57.3171
1203	1	7.31707
1203	2	35.3659
1204	0	58.75
1204	1	3.75
1204	2	37.5
1205	0	58.75
1205	1	3.75
1205	2	37.5
1206	0	58.0247
1206	1	3.7037
1206	2	38.2716
1207	0	59.2593
1207	1	3.7037
1207	2	37.037
1208	0	60
1208	1	3.75
1208	2	36.25
1209	0	58.75
1209	1	5
1209	2	36.25
1210	0	59.2593
1210	1	3.7037
1210	2	37.037
1211	0	59.2593
1211	1	3.7037
1211	2	37.037
1212	0	60.4938
1212	1	3.7037
1212	2	35.8025
1213	0	60.7595
1213	1	2.53165
1213	2	36.7089
1214	0	62.0253
1214	1	2.53165
1214	2	35.443
1215	0	59.4937
1215	1	3.79747
1215	2	36.7089
1216	0	61.039
1216	1	3.8961
1216	2	35.0649
1217	0	58.9744
1217	1	5.12821
1217	2	35.8974
1218	0	58.9744
1218	1	3.84615
1218	2	37.1795
1219	0	57.6923
1219	1	3.84615
1219	2	38.4615
1220	0	56.25
1220	1	5
1220	2	38.75
1221	0	56.25
1221	1	5
1221	2	38.75
1222	0	57.5
1222	1	3.75
1222	2	38.75
1223	0	57.5
1223	1	5
1223	2	37.5
1224	0	58.75
1224	1	5
1224	2	36.25
1225	0	57.5
1225	1	5
1225	2	37.5
1226	0	57.3171
1226	1	4.87805
1226	2	37.8049
1227	0	58.5366
1227	1	6.09756
1227	2	35.3659
1228	0	56.7901
1228	1	7.40741
1228	2	35.8025
1229	0	55.5556
1229	1	8.64198
1229	2	35.8025
1230	0	56.962
1230	1	8.86076
1230	2	34.1772
1231	0	57.6923
1231	1	8.97436
1231	2	33.3333
1232	0	57.6923
1232	1	10.2564
1232	2	32.0513
1233	0	58.6667
1233	1	8
1233	2	33.3333
1234	0	57.1429
1234	1	9.09091
1234	2	33.7662
1235	0	58.1081
1235	1	6.75676
1235	2	35.1351
1236	0	58.1081
1236	1	5.40541
1236	2	36.4865
1237	0	56.5789
1237	1	6.57895
1237	2	36.8421
1238	0	58.6667
1238	1	6.66667
1238	2	34.6667
1239	0	59.2105
1239	1	6.57895
1239	2	34.2105
1240	0	60.8108
1240	1	5.40541
1240	2	33.7838
1241	0	58.1081
1241	1	6.75676
1241	2	35.1351
1242	0	57.8947
1242	1	6.57895
1242	2	35.5263
1243	0	57.5342
1243	1	6.84932
1243	2	35.6164
1244	0	58.9041
1244	1	6.84932
1244	2	34.2466
1245	0	60.274
1245	1	5.47945
1245	2	34.2466
1246	0	59.7222
1246	1	5.55556
1246	2	34.7222
1247	0	58.5714
1247	1	5.71429
1247	2	35.7143
1248	0	59.1549
1248	1	5.6338
1248	2	35.2113
1249	0	60.5634
1249	1	4.22535
1249	2	35.2113
1250	0	61.194
1250	1	2.98507
1250	2	35.8209
1251	0	61.194
1251	1	2.98507
1251	2	35.8209
1252	0	60.8696
1252	1	4.34783
1252	2	34.7826
1253	0	59.1549
1253	1	5.6338
1253	2	35.2113
1254	0	57.1429
1254	1	7.14286
1254	2	35.7143
1255	0	58.8235
1255	1	5.88235
1255	2	35.2941
1256	0	60
1256	1	4.61538
1256	2	35.3846
1257	0	60
1257	1	4.61538
1257	2	35.3846
1258	0	59.7015
1258	1	4.47761
1258	2	35.8209
1259	0	58.8235
1259	1	4.41176
1259	2	36.7647
1260	0	57.971
1260	1	5.7971
1260	2	36.2319
1261	0	58.5714
1261	1	5.71429
1261	2	35.7143
1262	0	57.971
1262	1	4.34783
1262	2	37.6812
1263	0	56.338
1263	1	5.6338
1263	2	38.0282
1264	0	55.0725
1264	1	7.24638
1264	2	37.6812
1265	0	54.9296
1265	1	7.04225
1265	2	38.0282
1266	0	53.5211
1266	1	8.4507
1266	2	38.0282
1267	0	52.1739
1267	1	7.24638
1267	2	40.5797
1268	0	51.4286
1268	1	8.57143
1268	2	40
1269	0	54.5455
1269	1	7.57576
1269	2	37.8788
1270	0	56.25
1270	1	4.6875
1270	2	39.0625
1271	0	55.3846
1271	1	4.61538
1271	2	40
1272	0	54.6875
1272	1	6.25
1272	2	39.0625
1273	0	53.2258
1273	1	4.83871
1273	2	41.9355
1274	0	53.3333
1274	1	3.33333
1274	2	43.3333
1275	0	52.459
1275	1	3.27869
1275	2	44.2623
1276	0	53.3333
1276	1	1.66667
1276	2	45
1277	0	52.459
1277	1	3.27869
1277	2	44.2623
1278	0	50.8197
1278	1	4.91803
1278	2	44.2623
1279	0	50
1279	1	6.45161
1279	2	43.5484
1280	0	49.2063
1280	1	7.93651
1280	2	42.8571
1281	0	50
1281	1	8.06452
1281	2	41.9355
1282	0	50.7937
1282	1	6.34921
1282	2	42.8571
1283	0	50
1283	1	7.8125
1283	2	42.1875
1284	0	50
1284	1	9.67742
1284	2	40.3226
1285	0	50.7937
1285	1	7.93651
1285	2	41.2698
1286	0	48.3333
1286	1	10
1286	2	41.6667
1287	0	48.3871
1287	1	9.67742
1287	2	41.9355
1288	0	50
1288	1	9.67742
1288	2	40.3226
1289	0	52.459
1289	1	9.83607
1289	2	37.7049
1290	0	55.9322
1290	1	5.08475
1290	2	38.9831
1291	0	54.8387
1291	1	6.45161
1291	2	38.7097
1292	0	56.4516
1292	1	4.83871
1292	2	38.7097
1293	0	55.5556
1293	1	4.7619
1293	2	39.6825
1294	0	54.6875
1294	1	6.25
1294	2	39.0625
1295	0	56.25
1295	1	4.6875
1295	2	39.0625
1296	0	56.0606
1296	1	6.06061
1296	2	37.8788
1297	0	55.2239
1297	1	7.46269
1297	2	37.3134
1298	0	54.4118
1298	1	8.82353
1298	2	36.7647
1299	0	55.0725
1299	1	8.69565
1299	2	36.2319
1300	0	53.5211
1300	1	9.85915
1300	2	36.6197
1301	0	51.3889
1301	1	11.1111
1301	2	37.5
1302	0	51.3889
1302	1	9.72222
1302	2	38.8889
1303	0	52.7778
1303	1	8.33333
1303	2	38.8889
1304	0	54.9296
1304	1	7.04225
1304	2	38.0282
1305	0	54.0541
1305	1	8.10811
1305	2	37.8378
1306	0	54.7945
1306	1	9.58904
1306	2	35.6164
1307	0	52.7027
1307	1	10.8108
1307	2	36.4865
1308	0	54.1667
1308	1	8.33333
1308	2	37.5
1309	0	54.1667
1309	1	6.94444
1309	2	38.8889
1310	0	53.3333
1310	1	8
1310	2	38.6667
1311	0	53.2468
1311	1	9.09091
1311	2	37.6623
1312	0	52.5641
1312	1	8.97436
1312	2	38.4615
1313	0	53.2468
1313	1	7.79221
1313	2	38.961
1314	0	50.6494
1314	1	9.09091
1314	2	40.2597
1315	0	52.7027
1315	1	8.10811
1315	2	39.1892
1316	0	52.7778
1316	1	6.94444
1316	2	40.2778
1317	0	52.8571
1317	1	7.14286
1317	2	40
1318	0	53.0303
1318	1	7.57576
1318	2	39.3939
1319	0	50.7463
1319	1	8.95522
1319	2	40.2985
1320	0	50.7246
1320	1	8.69565
1320	2	40.5797
1321	0	50
1321	1	7.35294
1321	2	42.6471
1322	0	50
1322	1	8.57143
1322	2	41.4286
1323	0	51.4286
1323	1	8.57143
1323	2	40
1324	0	51.3889
1324	1	8.33333
1324	2	40.2778
1325	0	51.3514
1325	1	9.45946
1325	2	39.1892
1326	0	53.4247
1326	1	8.21918
1326	2	38.3562
1327	0	54.0541
1327	1	8.10811
1327	2	37.8378
1328	0	52.7778
1328	1	6.94444
1328	2	40.2778
1329	0	53.5211
1329	1	4.22535
1329	2	42.2535
1330	0	54.1667
1330	1	4.16667
1330	2	41.6667
1331	0	53.3333
1331	1	5.33333
1331	2	41.3333
1332	0	54.7945
1332	1	5.47945
1332	2	39.726
1333	0	55.4054
1333	1	5.40541
1333	2	39.1892
1334	0	54.1667
1334	1	5.55556
1334	2	40.2778
1335	0	54.1667
1335	1	5.55556
1335	2	40.2778
1336	0	54.2857
1336	1	4.28571
1336	2	41.4286
1337	0	52.7778
1337	1	5.55556
1337	2	41.6667
1338	0	54.1667
1338	1	4.16667
1338	2	41.6667
1339	0	55.5556
1339	1	2.77778
1339	2	41.6667
1340	0	57.971
1340	1	2.89855
1340	2	39.1304
1341	0	57.3529
1341	1	2.94118
1341	2	39.7059
1342	0	57.1429
1342	1	4.28571
1342	2	38.5714
1343	0	57.3529
1343	1	4.41176
1343	2	38.2353
1344	0	57.3529
1344	1	2.94118
1344	2	39.7059
1345	0	57.1429
1345	1	2.85714
1345	2	40
1346	0	55.8824
1346	1	2.94118
1346	2	41.1765
1347	0	54.9296
1347	1	4.22535
1347	2	40.8451
1348	0	54.7945
1348	1	5.47945
1348	2	39.726
1349	0	54.7945
1349	1	6.84932
1349	2	38.3562
1350	0	55.5556
1350	1	5.55556
1350	2	38.8889
1351	0	54.6667
1351	1	6.66667
1351	2	38.6667
1352	0	53.3333
1352	1	6.66667
1352	2	40
1353	0	52.7027
1353	1	6.75676
1353	2	40.5405
1354	0	52.6316
1354	1	6.57895
1354	2	40.7895
1355	0	52.5641
1355	1	6.41026
1355	2	41.0256
1356	0	53.1646
1356	1	6.32911
1356	2	40.5063
1357	0	55.2632
1357	1	3.94737
1357	2	40.7895
1358	0	54.4304
1358	1	5.06329
1358	2	40.5063
1359	0	53.9474
1359	1	5.26316
1359	2	40.7895
1360	0	52.5641
1360	1	6.41026
1360	2	41.0256
1361	0	51.8987
1361	1	6.32911
1361	2	41.7722
1362	0	51.9481
1362	1	5.19481
1362	2	42.8571
1363	0	53.4247
1363	1	5.47945
1363	2	41.0959
1364	0	55.5556
1364	1	2.77778
1364	2	41.6667
1365	0	57.7465
1365	1	1.40845
1365	2	40.8451
1366	0	57.5342
1366	1	1.36986
1366	2	41.0959
1367	0	56
1367	1	2.66667
1367	2	41.3333
1368	0	53.9474
1368	1	3.94737
1368	2	42.1053
1369	0	53.9474
1369	1	3.94737
1369	2	42.1053
1370	0	53.9474
1370	1	3.94737
1370	2	42.1053
1371	0	53.1646
1371	1	5.06329
1371	2	41.7722
1372	0	54.5455
1372	1	5.19481
1372	2	40.2597
1373	0	55.1282
1373	1	5.12821
1373	2	39.7436
1374	0	55.1282
1374	1	5.12821
1374	2	39.7436
1375	0	56
1375	1	2.66667
1375	2	41.3333
1376	0	56.5789
1376	1	2.63158
1376	2	40.7895
1377	0	55.2632
1377	1	2.63158
1377	2	42.1053
1378	0	56
1378	1	2.66667
1378	2	41.3333
1379	0	56
1379	1	4
1379	2	40
1380	0	55.2632
1380	1	3.94737
1380	2	40.7895
1381	0	56.1644
1381	1	4.10959
1381	2	39.726
1382	0	56.9444
1382	1	5.55556
1382	2	37.5
1383	0	59.1549
1383	1	5.6338
1383	2	35.2113
1384	0	59.7222
1384	1	4.16667
1384	2	36.1111
1385	0	58.1081
1385	1	5.40541
1385	2	36.4865
1386	0	57.3333
1386	1	6.66667
1386	2	36
1387	0	57.1429
1387	1	6.49351
1387	2	36.3636
1388	0	56.5789
1388	1	7.89474
1388	2	35.5263
1389	0	57.3333
1389	1	8
1389	2	34.6667
1390	0	57.1429
1390	1	9.09091
1390	2	33.7662
1391	0	56.4103
1391	1	10.2564
1391	2	33.3333
1392	0	58.4416
1392	1	9.09091
1392	2	32.4675
1393	0	58.4416
1393	1	7.79221
1393	2	33.7662
1394	0	57.6923
1394	1	8.97436
1394	2	33.3333
1395	0	56.25
1395	1	10
1395	2	33.75
1396	0	56.962
1396	1	10.1266
1396	2	32.9114
1397	0	56.25
1397	1	11.25
1397	2	32.5
1398	0	56.25
1398	1	10
1398	2	33.75
1399	0	55.4217
1399	1	10.8434
1399	2	33.7349
1400	0	54.2169
1400	1	10.8434
1400	2	34.9398
1401	0	54.878
1401	1	10.9756
1401	2	34.1463
1402	0	55
1402	1	10
1402	2	35
1403	0	54.321
1403	1	11.1111
1403	2	34.5679
1404	0	53.75
1404	1	10
1404	2	36.25
1405	0	56.5789
1405	1	6.57895
1405	2	36.8421
1406	0	58.9041
1406	1	5.47945
1406	2	35.6164
1407	0	58.9041
1407	1	4.10959
1407	2	36.9863
1408	0	59.7222
1408	1	2.77778
1408	2	37.5
1409	0	59.4595
1409	1	4.05405
1409	2	36.4865
1410	0	60.5634
1410	1	2.8169
1410	2	36.6197
1411	0	62.3188
1411	1	0
1411	2	37.6812
1412	0	61.9718
1412	1	1.40845
1412	2	36.6197
1413	0	59.7222
1413	1	2.77778
1413	2	37.5
1414	0	59.7222
1414	1	2.77778
1414	2	37.5
1415	0	59.4595
1415	1	2.7027
1415	2	37.8378
1416	0	59.2105
1416	1	3.94737
1416	2	36.8421
1417	0	58.6667
1417	1	4
1417	2	37.3333
1418	0	59.4595
1418	1	4.05405
1418	2	36.4865
1419	0	58.4416
1419	1	5.19481
1419	2	36.3636
1420	0	57.5
1420	1	6.25
1420	2	36.25
1421	0	56.0976
1421	1	7.31707
1421	2	36.5854
1422	0	57.3171
1422	1	4.87805
1422	2	37.8049
1423	0	57.3171
1423	1	4.87805
1423	2	37.8049
1424	0	57.3171
1424	1	6.09756
1424	2	36.5854
1425	0	55.9524
1425	1	7.14286
1425	2	36.9048
1426	0	56.4706
1426	1	8.23529
1426	2	35.2941
1427	0	55.814
1427	1	9.30233
1427	2	34.8837
1428	0	58.5366
1428	1	7.31707
1428	2	34.1463
1429	0	58.75
1429	1	7.5
1429	2	33.75
1430	0	59.4937
1430	1	5.06329
1430	2	35.443
1431	0	60.2564
1431	1	3.84615
1431	2	35.8974
1432	0	60
1432	1	5
1432	2	35
1433	0	58.9744
1433	1	6.41026
1433	2	34.6154
1434	0	60.2564
1434	1	6.41026
1434	2	33.3333
1435	0	59.4937
1435	1	7.59494
1435	2	32.9114
1436	0	59.4937
1436	1	7.59494
1436	2	32.9114
1437	0	61.039
1437	1	7.79221
1437	2	31.1688
1438	0	62.3377
1438	1	7.79221
1438	2	29.8701
1439	0	62.8205
1439	1	7.69231
1439	2	29.4872
1440	0	61.25
1440	1	8.75
1440	2	30
1441	0	60.4938
1441	1	8.64198
1441	2	30.8642
1442	0	60.7595
1442	1	7.59494
1442	2	31.6456
1443	0	60.2564
1443	1	7.69231
1443	2	32.0513
1444	0	60.7595
1444	1	6.32911
1444	2	32.9114
1445	0	58.9744
1445	1	7.69231
1445	2	33.3333
1446	0	58.9744
1446	1	7.69231
1446	2	33.3333
1447	0	56.962
1447	1	8.86076
1447	2	34.1772
1448	0	57.5
1448	1	7.5
1448	2	35
1449	0	58.0247
1449	1	6.17284
1449	2	35.8025
1450	0	58.5366
1450	1	6.09756
1450	2	35.3659
1451	0	57.6471
1451	1	7.05882
1451	2	35.2941
1452	0	57.4713
1452	1	8.04598
1452	2	34.4828
1453	0	59.3023
1453	1	5.81395
1453	2	34.8837
1454	0	61.9048
1454	1	3.57143
1454	2	34.5238
1455	0	63.0952
1455	1	2.38095
1455	2	34.5238
1456	0	62.3529
1456	1	3.52941
1456	2	34.1176
1457	0	62.3529
1457	1	3.52941
1457	2	34.1176
1458	0	62.7907
1458	1	3.48837
1458	2	33.7209
1459	0	61.3636
1459	1	4.54545
1459	2	34.0909
1460	0	61.6279
1460	1	4.65116
1460	2	33.7209
1461	0	62.069
1461	1	5.74713
1461	2	32.1839
1462	0	60.6742
1462	1	6.74157
1462	2	32.5843
1463	0	60.2273
1463	1	6.81818
1463	2	32.9545
1464	0	60.6742
1464	1	6.74157
1464	2	32.5843
1465	0	61.3636
1465	1	5.68182
1465	2	32.9545
1466	0	60.9195
1466	1	5.74713
1466	2	33.3333
1467	0	60.9195
1467	1	5.74713
1467	2	33.3333
1468	0	61.3636
1468	1	5.68182
1468	2	32.9545
1469	0	63.9535
1469	1	3.48837
1469	2	32.5581
1470	0	62.069
1470	1	4.5977
1470	2	33.3333
1471	0	60.9195
1471	1	4.5977
1471	2	34.4828
1472	0	59.5506
1472	1	5.61798
1472	2	34.8315
1473	0	59.5506
1473	1	5.61798
1473	2	34.8315
1474	0	60.6742
1474	1	4.49438
1474	2	34.8315
1475	0	60.9195
1475	1	4.5977
1475	2	34.4828
1476	0	60.2273
1476	1	5.68182
1476	2	34.0909
1477	0	61.1765
1477	1	5.88235
1477	2	32.9412
1478	0	64.6341
1478	1	4.87805
1478	2	30.4878
1479	0	63.6364
1479	1	5.19481
1479	2	31.1688
1480	0	63.2911
1480	1	5.06329
1480	2	31.6456
1481	0	62.963
1481	1	6.17284
1481	2	30.8642
1482	0	61.7284
1482	1	6.17284
1482	2	32.0988
1483	0	62.0253
1483	1	5.06329
1483	2	32.9114
1484	0	62.5
1484	1	5
1484	2	32.5
1485	0	61.5385
1485	1	6.41026
1485	2	32.0513
1486	0	60.2564
1486	1	6.41026
1486	2	33.3333
1487	0	57.6923
1487	1	7.69231
1487	2	34.6154
1488	0	58.2278
1488	1	7.59494
1488	2	34.1772
1489	0	57.3171
1489	1	8.53659
1489	2	34.1463
1490	0	58.5366
1490	1	8.53659
1490	2	32.9268
1491	0	59.4937
1491	1	5.06329
1491	2	35.443
1492	0	58.75
1492	1	5
1492	2	36.25
1493	0	57.3171
1493	1	6.09756
1493	2	36.5854
1494	0	56.4706
1494	1	7.05882
1494	2	36.4706
1495	0	57.1429
1495	1	5.95238
1495	2	36.9048
1496	0	57.1429
1496	1	5.95238
1496	2	36.9048
1497	0	57.1429
1497	1	4.7619
1497	2	38.0952
1498	0	57.8313
1498	1	3.61446
1498	2	38.5542
1499	0	57.8313
1499	1	4.81928
1499	2	37.3494
1500	0	59.2593
1500	1	3.7037
1500	2	37.037
1501	0	59.0361
1501	1	4.81928
1501	2	36.1446
1502	0	58.1395
1502	1	5.81395
1502	2	36.0465
1503	0	56.8182
1503	1	6.81818
1503	2	36.3636
1504	0	55.0562
1504	1	7.86517
1504	2	37.0787
1505	0	54.4444
1505	1	8.88889
1505	2	36.6667
1506	0	54.9451
1506	1	8.79121
1506	2	36.2637
1507	0	55.0562
1507	1	7.86517
1507	2	37.0787
1508	0	54.5455
1508	1	6.81818
1508	2	38.6364
1509	0	52.8736
1509	1	6.89655
1509	2	40.2299
1510	0	51.7241
1510	1	8.04598
1510	2	40.2299
1511	0	51.7647
1511	1	9.41176
1511	2	38.8235
1512	0	50.6024
1512	1	8.43373
1512	2	40.9639
1513	0	50
1513	1	8.53659
1513	2	41.4634
1514	0	51.8519
1514	1	8.64198
1514	2	39.5062
1515	0	53.0864
1515	1	6.17284
1515	2	40.7407
1516	0	55.6962
1516	1	5.06329
1516	2	39.2405
1517	0	53.8462
1517	1	5.12821
1517	2	41.0256
1518	0	53.75
1518	1	5
1518	2	41.25
1519	0	55.1282
1519	1	3.84615
1519	2	41.0256
1520	0	55.6962
1520	1	3.79747
1520	2	40.5063
1521	0	56.962
1521	1	2.53165
1521	2	40.5063
1522	0	56.25
1522	1	3.75
1522	2	40
1523	0	56.4103
1523	1	5.12821
1523	2	38.4615
1524	0	54.4304
1524	1	6.32911
1524	2	39.2405
1525	0	55.1282
1525	1	3.84615
1525	2	41.0256
1526	0	55.2632
1526	1	3.94737
1526	2	40.7895
1527	0	54.5455
1527	1	5.19481
1527	2	40.2597
1528	0	54.5455
1528	1	5.19481
1528	2	40.2597
1529	0	53.2468
1529	1	5.19481
1529	2	41.5584
1530	0	53.2468
1530	1	3.8961
1530	2	42.8571
1531	0	53.1646
1531	1	5.06329
1531	2	41.7722
1532	0	53.2468
1532	1	5.19481
1532	2	41.5584
1533	0	51.2821
1533	1	6.41026
1533	2	42.3077
1534	0	51.3158
1534	1	6.57895
1534	2	42.1053
1535	0	51.3158
1535	1	6.57895
1535	2	42.1053
1536	0	50.6494
1536	1	7.79221
1536	2	41.5584
1537	0	53.3333
1537	1	8
1537	2	38.6667
1538	0	55.4054
1538	1	9.45946
1538	2	35.1351
1539	0	54.5455
1539	1	10.3896
1539	2	35.0649
1540	0	55.4054
1540	1	9.45946
1540	2	35.1351
1541	0	56.338
1541	1	8.4507
1541	2	35.2113
1542	0	55.5556
1542	1	9.72222
1542	2	34.7222
1543	0	55.5556
1543	1	9.72222
1543	2	34.7222
1544	0	59.4203
1544	1	7.24638
1544	2	33.3333
1545	0	60.2941
1545	1	4.41176
1545	2	35.2941
1546	0	58.5714
1546	1	5.71429
1546	2	35.7143
1547	0	57.1429
1547	1	5.71429
1547	2	37.1429
1548	0	57.7465
1548	1	4.22535
1548	2	38.0282
1549	0	57.1429
1549	1	2.85714
1549	2	40
1550	0	57.1429
1550	1	2.85714
1550	2	40
1551	0	56.9444
1551	1	2.77778
1551	2	40.2778
1552	0	57.5342
1552	1	1.36986
1552	2	41.0959
1553	0	57.5342
1553	1	1.36986
1553	2	41.0959
1554	0	56
1554	1	2.66667
1554	2	41.3333
1555	0	55.4054
1555	1	2.7027
1555	2	41.8919
1556	0	55.2632
1556	1	3.94737
1556	2	40.7895
1557	0	56.7568
1557	1	5.40541
1557	2	37.8378
1558	0	57.5342
1558	1	4.10959
1558	2	38.3562
1559	0	56.9444
1559	1	4.16667
1559	2	38.8889
1560	0	56.9444
1560	1	5.55556
1560	2	37.5
1561	0	56.338
1561	1	5.6338
1561	2	38.0282
1562	0	56.338
1562	1	4.22535
1562	2	39.4366
1563	0	56.5217
1563	1	4.34783
1563	2	39.1304
1564	0	56.338
1564	1	4.22535
1564	2	39.4366
1565	0	53.6232
1565	1	4.34783
1565	2	42.029
1566	0	54.4118
1566	1	2.94118
1566	2	42.6471
1567	0	52.1739
1567	1	4.34783
1567	2	43.4783
1568	0	52.1127
1568	1	5.6338
1568	2	42.2535
1569	0	52.1127
1569	1	5.6338
1569	2	42.2535
1570	0	50.6849
1570	1	6.84932
1570	2	42.4658
1571	0	51.3514
1571	1	6.75676
1571	2	41.8919
1572	0	52.0548
1572	1	6.84932
1572	2	41.0959
1573	0	52.7027
1573	1	5.40541
1573	2	41.8919
1574	0	54.7945
1574	1	2.73973
1574	2	42.4658
1575	0	55.5556
1575	1	4.16667
1575	2	40.2778
1576	0	54.1667
1576	1	4.16667
1576	2	41.6667
1577	0	51.3889
1577	1	5.55556
1577	2	43.0556
1578	0	52.0548
1578	1	5.47945
1578	2	42.4658
1579	0	52.7027
1579	1	5.40541
1579	2	41.8919
1580	0	51.3514
1580	1	5.40541
1580	2	43.2432
1581	0	51.3158
1581	1	5.26316
1581	2	43.4211
1582	0	52
1582	1	5.33333
1582	2	42.6667
1583	0	50.6494
1583	1	6.49351
1583	2	42.8571
1584	0	50.6329
1584	1	6.32911
1584	2	43.038
1585	0	50.6329
1585	1	7.59494
1585	2	41.7722
1586	0	51.9481
1586	1	5.19481
1586	2	42.8571
1587	0	51.25
1587	1	6.25
1587	2	42.5
1588	0	51.2195
1588	1	7.31707
1588	2	41.4634
1589	0	52.5
1589	1	8.75
1589	2	38.75
1590	0	51.2195
1590	1	9.7561
1590	2	39.0244
1591	0	50.6173
1591	1	8.64198
1591	2	40.7407
1592	0	50.6173
1592	1	7.40741
1592	2	41.9753
1593	0	50.6173
1593	1	6.17284
1593	2	43.2099
1594	0	50
1594	1	7.69231
1594	2	42.3077
1595	0	50
1595	1	7.5
1595	2	42.5
1596	0	49.3671
1596	1	7.59494
1596	2	43.038
1597	0	49.3671
1597	1	6.32911
1597	2	44.3038
1598	0	50
1598	1	6.25
1598	2	43.75
1599	0	50
1599	1	6.09756
1599	2	43.9024
1600	0	48.1928
1600	1	7.22892
1600	2	44.5783
1601	0	49.3827
1601	1	4.93827
1601	2	45.679
1602	0	50.6173
1602	1	6.17284
1602	2	43.2099
1603	0	51.2821
1603	1	5.12821
1603	2	43.5897
1604	0	51.2821
1604	1	5.12821
1604	2	43.5897
